text,CEFR
"Die Leute können nicht selbst sein Geburtsort wählen und davon auch die Kultur und die Traditionen, die sie durch seinen Wachstum erlernt haben. Egal ob das man will oder nicht, bekommt er bestimmte Erziehung indem besonderen Spuren von der Kultur und den Traditionen seines Heimatlandes fest eingesetzt sind. Wenn man aber groÃ geworden ist, verlässt er sein Heimatsland und zieht sich nach einem anderen Land um. Die Motiven und die Grunden sind in diesem Fall nicht wichtig. Wichtig ist, dass man kann nicht aus seinen Erziehung auslaufen. Er trägt in seinem Kopf alles, das er bisjetzt gelernt hatte. Ohne seinen Traditionen, ohne seinen Kultur kann man nicht leben. Darum ist, nach meiner Meinung, unmöglich ein Einwanderer, ein Ausländer seine Kultur komplett zu vergessen und eine neue zu akzeptieren. Ich bin davon überzeugt, dass alle Leute, egal ob sie in seinem Heimat oder im Ausland wohnen, müssen seinen Kultur unterstützen. Das bedeutet aber für die Zuwanderer nicht, dass sie die Kultur seines Gast landes nicht kennenlernen und respektieren müssen. Doch, alle müssen die Kultur des anderen akzeptieren und mit den Besonderheiten diesen Kultur gemeinsam leben. Zussammenfassend kann ich sagen, dass jede Kultur ein Schatz ist und man muss dieses Schatz ist und man muss dieser Schatz ganz vorsichtig unterstützen",B2
"Meiner Meinung nach ist dass einerseits man sich an der Kultur des Gastlandes orientieren sollte, anderseits ist es sinnvoll, auch im Ausland die Traditionen seines Heimatlandes fortzusetzen. Wenn man in Ausland einwandert, ist es schwer zuerst wegen Fremdsprache, Kultur, Mentalitet in Gesellschaft sich zu integrieren. Aber ich denke, man soll diese Schweirigkeiten durch Lernen von Kultur des Gastlandes kämpfen. Besonders durch Sprachlernen, weil die Sprache eine wichtige Teil von jeder Kultur ist. Gleichzeitig soll man die Traditionen seines Heimatlandes nicht vergessen. Es ist besonders sinnvoll, wenn es kleine Diaspora im Ausland gibt, deshalb hat man eine Möglichkeit seine Kultur zu entwickeln und verbreiten. Zum Beispiel, in Deutschland gibt es viele Ausländer aus Türkei und ex-USSR, die gut Deutsch sprechen, Deutsche Literatur lesen, Deutsche Freunden haben und das stört ihnen nicht die Taditionen ihres Heimatlandes fortzusetzen. Also, möchte ich zum Shcluss sagen, dass es keine genau Antwort auf diese Frage gibt, trotzdem glaube ich, dass man eine Balance finden soll.ddd",C1
"Mit dem Thema âTraditionen im Ausland - Heimatlandes oder Gastlandes?"" müssen wir direkt mehr oder weniger auseinandersetzen, weil Traditionen und Kultur ist fast für jeden wichtig. Meiner Meinung, nach ist es sehr wichtig, während des Aufenthaltes im Ausland die Traditionen seines Heimatlandes fortzusetzen. Ich bin überzeugt, dass die Kultur des Heimatlandes gepflegt werden soll. Besonders wichtig erscheint mir das, dass wenn man Kinder hat, soll man auf jedem Fall zusammenfeiern und darum sich kümmern, dass die Kinder nicht vergessen, aus welchen Land sie kommen. Die Orientierung an der Kultur des Gastlandes hängt davon ab, nach welchen Land wir besuchen wollen. Das möchte ich noch besonders betonen, das ist kein Unterschied, ob nur besuchen oder in einem anderen Land leben möchten. Man muss die Regel des Gastlandes einfach akzeptieren. Das bedeutet, man ist höflich, man auf keine Fall nimanden verletzen möchte, man viel Respekt für anderen Kulturen hat. Betracht man heutige WeltSituation soll man die Regeln beachten, weil die Leute heutzutage sehr empfindlich sind. Dafür lassen sich viele Beispiele nennen: welche Verhalten haben wir zu Religion, wie kann man sich anstendlich in einem Restaurant benehmen oder wie sind unsere politische Ansichten. Zum SchluÃ möchte ich noch mal sagen, dass es nicht sinnvoll ist, im AuÃland die Traditionen seines Heimatlandes zu pflegen. Wie habe ich schon eine mal betonen, man überlegen soll bzw. sich erkundigen soll, welche Regel in dem Gastlandes herrschen, um sie nich zu verbrechen",B2
"âDer Wohnungsmarkt in Stadt X"" In meinem Bericht betrachte ich das Thema âImmobilienmarkt in Stadt X"". Sicherlich ist für alle neuen Einwohner in Stadt X sehr wichtig zu wissen, welche Aspekte bei der Wohnungssuche in dieser groÃen Stadt berücksichtigt werden müssen. Bevor ich die Tipps zur Wohnungssuche gebe, möchte ich auf die wesentlichen Besonderheiten des Immobilienmarktes in Stadt X eingehen. Zuerst ist das Immobiliensegment in Stadt X sehr teuer. So liegen beispielsweise die Preise für 1-Zimmer-Wohnungen nicht unter dem Niveau Euro, wenn wir die Einkaufspreise betrachten, und über dem Niveau 600 Euro, wenn es um die Preise für die Miete geht. Ferner unterscheiden sich die Wohnungen und Häuser sowie von der Preisqualität, als auch von den anderen Aspekten in verschiedenen Stadtteilen erheblich. Des Weiteren besitzen die Familien und die Einzelpersonen, die ursprünglich aus Stadt X kommen, üblicherweise eigene Wohnungen. Im Gegensatz dazu bevorzugen die Ausländer und die Menschen aus anderen Regionen Russlands die Miete. Nun möchte ich beschreiben, was konkret bei dem Kauf oder der Miete einer Wohnung in Stadt X zu beachten ist. Erstens muss man die Wohnung im Haus suchen, das nicht weit vor der U-Bahn entfernt ist. Da die Stauer gehören zur Stadt X, ist oft die Fahrt mit der U-Bahn einzige schnelle Lösung. Zweitens soll darauf geachtet werden, dass die Wohnung oder das Haus nah zu einem Park oder dem Fluss liegen, weil sich die Luftqualität in diesem Falle sehr verbessert. Drittens kann ich empfehlen bei dem Kauf oder der Miete einer Wohnung in Stadt X einen Makler zu finden, da die Betrugsfälle im Segment Immobilien in Stadt X sehr häufig vorkommen. Zusammengefasst sind die oben genannten Besonderheiten und Tipps sehr wicht für alle, die eine Wohnung in Stadt X suchen.",C1
"Man kann es nicht ablehnen, dass die deutsche Sprache von weniger Menschen in der Welt gesprochen ist als die englische, spanische oder französische Sprache. Ob diese Wahrheit Deutschlernen relativ inattraktiver macht ist aber ein anderes Thema. Warum lernt man eine fremde Sprache?`""Für die persönliche Entwicklung"" ist immer eine gute Antwort, die aber nicht ausreichend ist. Meiner Meinung nach spielt wissenschaftliche und ökonomische Motivationen auch eine groÃe Rolle. Wir leben in einer globalen Welt, der sich ander Marktwirtschaft orientiert ist. Jede Person findet sich in der Lage, sich ständig zu entwickeln, um in der Arbeitsmarkt konkurrenzfähig zu bleiben. Ob man ein/-e Wissenschaftler/-in oder ein/-e Manager/-in in einer privaten Firma sein möchte, ändert diesen Bedarf nicht. Der Erste soll fähig sein die aktuelle Artikel in seinem Bereich zu lesen und der Zweite soll die neuen Entwicklungen in der Markt verfolgen können. Das ist nur möglich, wenn man eine weltweit wirksame Sprache sprechen kann. Deutschland ist seit langem der Exportmeister der Welt und liegt nach den USA und Japan als das drittgröÃte Land in der Liste von Bruttoinlandsprodukt der Länder. Aus diesem Grund ist Deutschland immer ein attraktives Land für die Wirtschaft und die Ãkonomie. Mit einem guten Deutsch kann man sich mit der heutigen globalen Welt mehr integrieren und weitere Türen für eine erfolgreiche Karriere öffnen.",C1
"Hallo miteinandern! Ich habe zufällig diese Forum gefunden und wollte meine Meinung danach mit euch teilen, da ich dieses Thema sehr interresant und seltsam finde. Es unterliegt keinem Zweifel, dass heutzutage immer mehr Leute ins Ausland reisen. Dafür gibt es unterschiedliche Gründe wie z.B. Arbeitssuche, Fremsprachelernen, Freunde oder Familie Besuchen oder einfach sich einen Urlaub zu gönnen. Allerdings jedes mal müssen wir uns mit der Kultur des Gastlandes zusammenstoÃen. Hier stellt sich die Frage, was passiert jetzt unsere Kurtur und Tradition? Wir nehmen an, dass man für längere Zeit ins Ausland umzieht. Man hat schon eine Arbeit gekriegt, wohnt in eine kleine Wohnung im GroÃstadt und so herrlich läuft sein Alltag im Ausland. Nur muss man auch bedenken, dass die Leute andere Traditionen haben. Meines Erachtens ist es wichtig diese neue Kultur kennenlernen, um sich besser zu integrieren. Leider immer gibt es ein Für und Wieder. Ich halte es für lobenswert, wenn die Einwanderer seine eigene Tradition im Ausland weiter pflegen. Man kann immer ein Mittel und Wege funden, um sich nicht einsam zu fühlen. Nachdem man sich schon an neues Land angepasst hat, kann man beispielweise ein Verein gründen, dessen Besucher aus einem Land stammen. Ich persönlich finde das für richtig, denn ich habe solche Auslandserfahrung gemacht. Während meines Aufenhalts in Frankreich habe ich mich ab und zu mit eine polnische Verein in Paris getroffen. Das gibt uns Gelegenheit sich im Muttersprache unterhalten, Feste feiern oder sogar Weihnachten auf polnische Art und Weise. Mit anderen Menschen fühlt man sich âwie zu Hause"" obgleich wir im Ausland sind. Zusammenfassend kann ich sagen, dass nach meiner Sicht, man sich mit der Kultur des Gastlandes integrieren soll, aber dabei Tradition seines Heimatlandes fortsetzen.",B2
"Das ist ein Thema, das seit Langem wichtig ist und mit dem die Gesellschaft unbedingt sich beschäftigen sollte. Das Problem der Anpassung/Integration vor allem für die Europäische Union von groÃer Wichtigkeit ist. Die Probleme der Migration sind allgemein bekannt und herrschen in der Ãffentlichkeit verschiedene Meinungen danach. Die Situation ist doch folgende: die Struktur der Kapitalismus hängt von der Globalisierung ab. Die Globalisierung bedeutet, dass die Leute sich umziehen, damit sie arbeiten und Geld verdienen könne. Aber müssen die Immigranten unbedingt sich an einer fremden Kultur orientieren? Die gesellschaftliche Harmonie spricht dafür, natürlich. Aber hier lässt sich als Gegenargument anführen, dass Immigranten, die ins Gastland gekommen sind wegen finzanziellen Gründen, haben das Anrecht auf ihre eigenen Kultur. Weil ich mit dieser Ansicht nur teilweise einverstanden bin, habe ich einen anderen Vorschlag. Es ist jedem wichtig in einem Land sich wohl zu füllen, darum sollen wir erlauben Auslände seine eigenen Traditionen fortzusetzen, aber, was sehr wichtig ist, nur im Parallel mit guten Kenntnissen von der Sprache und Kultur des Gastlandes. Zusammenfassend kann man feststellen, dass dies wird eine schwierige aber gangbare Lösung. Für die Zukunft könnte diese Lösung bedeuten, dass das Land ein Politik der Multikulturalismus entwickeln muss. Auf jedem Fall müssen wir unbedingt aufpassen, dass die gezogenen Konzequenzen daraus sind nicht negativ.",C1
"Man hat immer einen groÃen Wert darauf gelegt, wo man wohnt. Ich will Ihnen zeigen, wo kann man eine Wohnung kaufen oder mieten und wie viel es kosten. Am meisten Personen in meiner Stadt wohnen in einer 3 oder 4-Zimmer Wohnung. Die Wohnungen sind zwar groÃ aber sie kosten auch ganz viel. In Stadt X die Lohnen sind höher als in den anderen Städten Polens aber entsprechend für die Kosten. Die Kosten hängen davon ab, was man kaufen oder mieten will und wo. Die Wohnungen im Zentrum sind die teuerste und man muss darauf beachten, ob sich diese Wohnung in einem neuen oder alten Hochhaus befindet. Aber die schwierigste ist eine groÃe Wohnung günstig kaufen. Viele wollen es verkaufen aber auf zu hohem Preis. Am besten ist die Angebote im Internet suchen und dann vergleichen. Viele Familien wonnen in einem Haus, aber nicht im Zentrum sondern Minuten entfernt, sodass man schnell mit der Verkehr zum Ort fahen kann. Einzelpersonen leben in den Wohnungen neben Zentrum, wo sie alles nah haben Die Preisen sind nicht niedrig, aber jeden kann etwas Entsprechendes für sich selbst finden. Meiner Meinung nach die wichtigste ist sich zu sagen, wie viel Geld man bezahlen kann und dann etwas suchen. Natürlich man muss auch wissen, ob man einen ruhigen Platz sucht oder nicht. Dann wird man zufrieden.",B2
"Wohnen in Stadt X kann ein sehr schönes Erlebnis sein. Aber man muss vorsichtig sein, weil wenn man bei der Suche auf gewisse Sachen nicht aufpasst, könnte man ein schwieriges und sehr toyeres Erlebnis haben. Stadt X ist eine ziemlich groÃe Stadt. Das heiÃt, man muss am besten am Anfang ein bestimmtes Stadtgebiet wählen, und die Suche nur auf dieses Gebiet beschränken. Aber wie kann man wissen, welche Stadtteil für sich der bester ist? Es kommt natürlich darauf an, ob man Kinder hat, ob man in der Nähe vom Kneipen und Restaurands oder lieber in der Nähe vom Arbeitsplatz wohnen mochte, ob man mieten oder kaufen möchte, u.s.w. Wenn Sie in der Nähe von unsere Büro wohnen mochen, damit Sie zum FuÃ zur Arbeit gehen könne, dann müssen Sie im Zentrum wohnen. Aber man muss darauf achten, dass die Preise für Miet- sowie Eigentumswohnungen im Zentrum sehr hoch sind. Dafür hat man aber eine sehr höhes Lebensqualität, denn man sparrt nicht nur Zeit jeden Tag auf dem Weg nach und von der Arbeit, aber man wohnt in das lebendigste Teil der Stadt, mit viel Restaurants, Kinos, Museen, u.s.w. Wohnen im Zentrum ist von daher besonders empfehlenswert für Einzelpersonen, die eventuel mit weniger Platz gut auskommen können, und viel Freizeit haben, die Stadt zu genieÃen. Für Familien ist es wahrscheinlich besser, in einem Vorort von Stadt X zu wohnen. Man muss in dem Fall natürlich pendeln, aber dafür könnte man eine gröÃere Wohnung oder Haus mieten oder kaufen, und hat mehr möglichkeiten eine Schule für die Kinder zu finden. Ob man Mieten oder Kaufen möchte, kommt darauf an, wie lange man bleiben will. In beiden Fällen, sind die Kosten in Stadt X leider sehr hoch.",C1
"Meine Meinung nach ist sinnlos, auch in Ausland die Traditionen seines Heimatlandes fortzusetzen, man sollte sich an der Kultur des Gastlandes orientieren. weil man nicht genau weiÃt, ob was in seinem Heimatland Konventionell ist, wird in Ausland mit der Finger gezeichnet. zum Beispiel. Ich komme aus Mexiko und in meinen Land duzen die Leute mit einander. Man muss nicht daran achten, ob der Gesprächpartner alter oder Junger ist, oder ob er eine höheste Position besetzt. man kann ohne âdas Siezen"" und Mit hilfe der Worten Respekt zeigen. Man brauch kein Ritual um miteinander zu Unterhalten. Im Gegenteil sind die Deutschen sehr zeremoniös, sie müssen immer miteinander Siezen, Wenn Sie einen dichten Kontakt miteinander haben. Sie mussen immer formell bleiben um ihre Respekt zu zeigen. Als Ich nach Deutschland gekommen bin. Ich dachte, dass es keine Probleme gab, dass ich alle Leute duze. es war mir egal und einfach, weil ich nicht die Deutsche Kultur wusste. aber in weniger Zeit habe Ich angefangen, Probleme zu haben. weil die Leute geglaubt hat dass ich keine Respekt von ihnen hatte. Deswegen habe ich meine Meinung verändert, und ich habe angefangen die Leute zu ziezen. So, meine Vorschlag ist, wenn du nach Roma gehst, mach wie die Römern, oder sollte ich sagen. Wenn Sie nach Roma gehen, machen Sie bitte Wie die Römern.",B2
"Im meinem Aufsatz möchte ich mich zum Thema: âIst es sinnvoll, auch im Ausland die Traditionen seines Heimatlandes fortzusetzen, oder sollte man sich an der Kultur des Gastlandes orientieren?"" äuÃern. Meiner Meinung nach, es ist nicht gut im fremden Land nur seinen Traditionen fortzusetzen. In meinem Heimatland giebt es ein Sprichwort: âIm fremden Kloster darf man nicht die eigene Gesetze mitbringen."" Aber es ist auch nicht gut die Traditionen und Kultur seinen Eltern voll zu vergessen. Man sollte einen Kompromis finden. Zum Beispiel in eigenen Familienkreis die Feiertagen der nationalen Kultur feiern. Mit dem eigenen Kindern zu Hause die Muttersprache sprechen. Sich für die politische Situation, wirtschaftliche Entwicklung und Kultur im Heimatland weiter Interessieren. Die Gerichte seinen nationale Küche öfter kochen. Trotzdem ist es sehr wichtig die Kultur, Sitten und die Traditionen des Gastlandes zu beachten. Das, dass in unseren Sprichwort âGesetze"" gemeint ist. Wenn man sich für eine Umsiedlung entschieden hat, muss man auch mit den Veränderungen im seinen Leben nechmen. Ich persönlich finde es auch interessant, die anderen Kulturen kennenzulernen . Ich vergleiche immer noch die Traditionen meinem Heimatlandes mit den Traditionen des meines Gastlandes, aber die Ersten hier fortzusetzen, werde ich nicht.",B2
